GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,org.languagetool.language,Persian,119,18,0,0,4,4,4,4,4,4
JaCoCo Coverage Report,org.languagetool.language,FastText,193,0,10,0,37,0,9,0,4,0
JaCoCo Coverage Report,org.languagetool.language,Ukrainian1992,24,0,0,0,5,0,5,0,5,0
JaCoCo Coverage Report,org.languagetool.language,Chinese,67,14,2,0,10,4,9,4,8,4
JaCoCo Coverage Report,org.languagetool.language,AustrianGerman,24,12,0,0,3,3,1,3,1,3
JaCoCo Coverage Report,org.languagetool.language,Galician,336,14,20,0,35,4,28,4,9,4
JaCoCo Coverage Report,org.languagetool.language,Swedish,85,18,0,0,4,4,4,4,4,4
JaCoCo Coverage Report,org.languagetool.language,English.new CacheLoader() {...},23,3,0,0,5,1,1,1,1,1
JaCoCo Coverage Report,org.languagetool.language,Catalan,343,19,30,0,54,5,45,5,16,5
JaCoCo Coverage Report,org.languagetool.language,Arabic,254,82,2,0,16,4,12,4,11,4
JaCoCo Coverage Report,org.languagetool.language,Icelandic,92,0,0,0,8,0,8,0,8,0
JaCoCo Coverage Report,org.languagetool.language,Polish,139,14,2,0,13,4,10,4,9,4
JaCoCo Coverage Report,org.languagetool.language,Esperanto,9,96,0,0,2,9,2,9,2,9
JaCoCo Coverage Report,org.languagetool.language,MozambiquePortuguese,29,12,0,0,5,3,1,3,1,3
JaCoCo Coverage Report,org.languagetool.language,NewZealandEnglish,56,12,0,0,8,3,2,3,2,3
JaCoCo Coverage Report,org.languagetool.language,Italian,174,18,2,0,16,4,11,4,10,4
JaCoCo Coverage Report,org.languagetool.language,Tamil,60,14,0,0,4,4,4,4,4,4
JaCoCo Coverage Report,org.languagetool.language,LanguageBuilder,102,0,16,0,16,0,10,0,2,0
JaCoCo Coverage Report,org.languagetool.language,French,430,70,24,0,66,4,38,4,19,4
JaCoCo Coverage Report,org.languagetool.language,BrazilianPortuguese,52,12,0,0,8,3,1,3,1,3
JaCoCo Coverage Report,org.languagetool.language,NonSwissGerman,36,3,0,0,6,1,2,1,2,1
JaCoCo Coverage Report,org.languagetool.language,Malayalam,96,0,0,0,9,0,9,0,9,0
JaCoCo Coverage Report,org.languagetool.language,AmericanEnglish,71,12,4,0,9,3,4,3,2,3
JaCoCo Coverage Report,org.languagetool.language,Belarusian,63,14,0,0,4,4,4,4,4,4
JaCoCo Coverage Report,org.languagetool.language,LanguageIdentifier,346,357,43,35,50,77,37,18,7,9
JaCoCo Coverage Report,org.languagetool.language,Spanish,287,94,38,0,60,4,53,4,17,4
JaCoCo Coverage Report,org.languagetool.language,BritishEnglish,18,68,4,0,5,11,4,5,1,5
JaCoCo Coverage Report,org.languagetool.language,PortugalPortuguese,75,12,3,0,13,3,4,3,2,3
JaCoCo Coverage Report,org.languagetool.language,Lithuanian,84,0,0,0,8,0,8,0,8,0
JaCoCo Coverage Report,org.languagetool.language,Asturian,70,14,0,0,4,4,4,4,4,4
JaCoCo Coverage Report,org.languagetool.language,SwissGerman,47,12,0,0,7,3,3,3,3,3
JaCoCo Coverage Report,org.languagetool.language,Slovak,197,23,2,0,14,5,7,5,6,5
JaCoCo Coverage Report,org.languagetool.language,SouthAfricanEnglish,42,12,0,0,6,3,2,3,2,3
JaCoCo Coverage Report,org.languagetool.language,CanadianEnglish,49,12,0,0,7,3,2,3,2,3
JaCoCo Coverage Report,org.languagetool.language,Romanian,169,14,0,0,9,4,7,4,7,4
JaCoCo Coverage Report,org.languagetool.language,Slovenian,136,14,0,0,5,4,3,4,3,4
JaCoCo Coverage Report,org.languagetool.language,Ukrainian,257,43,2,0,31,7,19,5,18,5
JaCoCo Coverage Report,org.languagetool.language,CommonWords,314,0,54,0,63,0,30,0,3,0
JaCoCo Coverage Report,org.languagetool.language,Danish,128,14,0,0,7,4,5,4,5,4
JaCoCo Coverage Report,org.languagetool.language,Dutch,328,18,9,0,32,4,24,4,17,4
JaCoCo Coverage Report,org.languagetool.language,Greek,180,14,0,0,14,4,8,4,8,4
JaCoCo Coverage Report,org.languagetool.language,AustralianEnglish,49,12,0,0,7,3,2,3,2,3
JaCoCo Coverage Report,org.languagetool.language,UnicodeBasedLangIdentifier,85,140,37,23,19,33,27,6,0,3
JaCoCo Coverage Report,org.languagetool.language,SimpleGerman,51,7,4,0,13,3,8,3,6,3
JaCoCo Coverage Report,org.languagetool.language,Irish,327,19,4,0,19,5,14,5,12,5
JaCoCo Coverage Report,org.languagetool.language,English,560,372,193,10,181,40,187,19,13,18
JaCoCo Coverage Report,org.languagetool.rules.pl,MorfologikPolishSpellerRule,508,0,46,0,100,0,31,0,8,0
JaCoCo Coverage Report,org.languagetool.rules.pl,DateCheckFilter,218,0,66,0,26,0,38,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.pl,DashRule,30,0,4,0,12,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.pl,PolishUnpairedBracketsRule,71,0,0,0,7,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.pl,PolishWordRepeatRule,162,0,0,0,47,0,9,0,9,0
JaCoCo Coverage Report,org.languagetool.rules.pl,DecadeSpellingFilter,217,0,6,0,22,0,7,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.pl,SimpleReplaceRule,64,0,0,0,17,0,9,0,9,0
JaCoCo Coverage Report,org.languagetool.rules.pl,CompoundRule,42,0,4,0,14,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.tagging.tl,TagalogTagger,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.synthesis.ga,IrishSynthesizer,6,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.tokenizers.br,BretonWordTokenizer,50,0,6,0,13,0,5,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWordinessRule,45,0,0,0,15,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWordCoherencyRule,46,0,0,0,11,0,6,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.pt,NoDisambiguationPortuguesePartialPosTagFilter,40,0,0,0,7,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugalPortugueseReplaceRule,56,0,0,0,16,0,9,0,9,0
JaCoCo Coverage Report,org.languagetool.rules.pt,NewYearDateFilter,17,0,0,0,4,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseUnitConversionRule,355,0,10,0,60,0,14,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWordRepeatBeginningRule,550,0,0,0,9,0,4,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWrongWordInContextRule,32,0,0,0,13,0,8,0,8,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWikipediaRule,45,0,0,0,15,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,BrazilianPortugueseReplaceRule,56,0,0,0,16,0,9,0,9,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseRedundancyRule,45,0,0,0,15,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWordRepeatRule,135,0,20,0,27,0,18,0,8,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PostReformPortugueseDashRule,43,0,6,0,15,0,9,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseAccentuationCheckRule,1478,0,324,0,203,0,168,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseAgreementReplaceRule,59,0,0,0,17,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PreReformPortugueseCompoundRule,44,0,4,0,14,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseReplaceRule,59,0,0,0,17,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PreReformPortugueseDashRule,43,0,6,0,15,0,9,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseArchaismsRule,45,0,0,0,14,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,RegularIrregularParticipleFilter,283,0,44,0,49,0,25,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseReadabilityRule,483,0,190,0,64,0,108,0,13,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PostReformPortugueseCompoundRule,47,0,4,0,15,0,7,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseClicheRule,45,0,0,0,15,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseFillerWordsRule,731,0,6,0,8,0,8,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.pt,YMDNewYearDateFilter,49,0,6,0,6,0,5,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.pt,DateFilterHelper,234,0,66,0,34,0,38,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseBarbarismsRule,51,0,0,0,16,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseWeaselWordsRule,45,0,0,0,15,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseDiacriticsRule,47,0,0,0,16,0,10,0,10,0
JaCoCo Coverage Report,org.languagetool.rules.pt,FutureDateFilter,17,0,0,0,4,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseConfusionProbabilityRule,8,0,0,0,3,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.pt,DateCheckFilter,24,0,0,0,5,0,5,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.pt,PortugueseAccentuationDataLoader,89,0,8,0,15,0,6,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.pt,YMDDateCheckFilter,43,0,6,0,5,0,5,0,2,0
JaCoCo Coverage Report,org.languagetool.gui,Tools.new HyperlinkListener() {...},11,0,2,0,4,0,3,0,2,0
JaCoCo Coverage Report,org.languagetool.gui,Tools,697,0,68,0,140,0,53,0,19,0
JaCoCo Coverage Report,org.languagetool.gui,TreeListener,261,0,40,0,67,0,36,0,16,0
JaCoCo Coverage Report,org.languagetool.gui,AboutDialog,318,0,18,0,65,0,12,0,3,0
JaCoCo Coverage Report,org.languagetool.gui,CheckBoxTreeCellRenderer,101,0,8,0,27,0,6,0,2,0
JaCoCo Coverage Report,org.languagetool.gui,RuleNode,24,0,0,0,9,0,5,0,5,0
JaCoCo Coverage Report,org.languagetool.gui,CategoryNode,62,0,4,0,15,0,7,0,5,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog,4586,0,276,0,931,0,197,0,59,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.new DocumentListener() {...},72,0,4,0,18,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.new DocumentListener() {...},50,0,4,0,14,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.new DocumentListener() {...},48,0,4,0,14,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.new DocumentListener() {...},50,0,4,0,14,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.new TreeModelListener() {...},176,0,18,0,30,0,14,0,5,0
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.new MouseAdapter() {...},141,0,18,0,37,0,14,0,5,0
JaCoCo Coverage Report,org.languagetool.gui,Configuration,3418,525,273,3,580,137,247,9,109,9
JaCoCo Coverage Report,org.languagetool.gui,ConfigurationDialog.CategoryComparator,55,0,16,0,8,0,10,0,2,0
JaCoCo Coverage Report,org.languagetool.synthesis.gl,GalicianSynthesizer,6,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.tagging.disambiguation.ca,CatalanHybridDisambiguator,279,0,32,0,51,0,19,0,3,0
JaCoCo Coverage Report,org.languagetool.server,TextTooLongException,4,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,IllegalConfigurationException,4,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseLogger,177,42,10,4,36,16,12,6,6,5
JaCoCo Coverage Report,org.languagetool.server,ErrorRequestLimiter,45,0,2,0,10,0,4,0,3,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseMiscLogEntry,59,0,0,0,15,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.server,TextChecker,1663,867,160,72,233,163,108,23,5,10
JaCoCo Coverage Report,org.languagetool.server,HTTPServer,155,76,11,3,38,17,13,2,6,2
JaCoCo Coverage Report,org.languagetool.server,HTTPSServer,304,0,12,0,68,0,12,0,6,0
JaCoCo Coverage Report,org.languagetool.server,RequestLimiter,764,0,58,0,100,0,41,0,12,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseRuleMatchLogEntry.RuleMatchInfo,0,11,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,org.languagetool.server,RemoteRuleMatch,167,0,6,0,45,0,28,0,25,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseLogEntry,17,3,0,0,7,1,3,1,3,1
JaCoCo Coverage Report,org.languagetool.server,HTTPSServer.new HttpsConfigurator() {...},20,0,0,0,6,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.server,ServerMetricsCollector.RequestErrorType,54,0,0,0,6,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,V2TextChecker,36,146,10,12,6,31,9,11,0,9
JaCoCo Coverage Report,org.languagetool.server,HTTPSServerConfig,128,0,6,0,32,0,9,0,6,0
JaCoCo Coverage Report,org.languagetool.server,TextChecker.new Callable() {...},0,66,0,0,0,2,0,3,0,3
JaCoCo Coverage Report,org.languagetool.server,TooManyRequestsException,4,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseAccessLimitLogEntry,92,0,0,0,21,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.server,PortBindingException,9,0,0,0,4,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.server,PipelinePool,214,143,21,11,40,30,18,7,3,6
JaCoCo Coverage Report,org.languagetool.server,UserLimits,313,43,20,0,55,13,16,7,6,7
JaCoCo Coverage Report,org.languagetool.server,HTTPServerConfig.Mode,14,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseCheckErrorLogEntry,104,0,0,0,23,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.server,PipelinePool.new CacheLoader() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.server,HTTPServerConfig,1648,516,148,0,272,86,133,39,55,39
JaCoCo Coverage Report,org.languagetool.server,Pipeline,111,60,3,1,42,24,21,9,19,9
JaCoCo Coverage Report,org.languagetool.server,ResultExtender.HiddenRule,32,0,2,0,9,0,7,0,6,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseLogger.WorkerThread,104,0,16,0,27,0,10,0,2,0
JaCoCo Coverage Report,org.languagetool.server,RequestCounter,0,78,0,2,0,18,0,8,0,7
JaCoCo Coverage Report,org.languagetool.server,AuthException,9,0,0,0,4,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.server,DatabasePingLogEntry,93,0,10,0,17,0,10,0,5,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseAccess,926,39,72,2,170,16,54,3,17,3
JaCoCo Coverage Report,org.languagetool.server,Pipeline.IllegalPipelineMutationException,4,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,Server.StoppingThreadPoolExecutor,7,21,3,1,2,6,2,2,0,2
JaCoCo Coverage Report,org.languagetool.server,UserDictEntry,9,0,0,0,4,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.server,LanguageToolHttpHandler,781,626,97,53,125,137,71,22,5,13
JaCoCo Coverage Report,org.languagetool.server,UserLimits.Account,60,0,10,0,9,0,8,0,3,0
JaCoCo Coverage Report,org.languagetool.server,TextChecker.QueryParams,236,53,9,1,55,17,9,1,4,1
JaCoCo Coverage Report,org.languagetool.server,ActiveRules,7,0,0,0,3,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.server,ServerMetricsCollector,92,576,9,3,19,67,13,7,7,7
JaCoCo Coverage Report,org.languagetool.server,ApiV2,1163,219,97,19,248,50,71,11,19,5
JaCoCo Coverage Report,org.languagetool.server,PathNotFoundException,4,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.server,PipelinePool.PipelineSettings,95,18,6,0,25,7,6,1,3,1
JaCoCo Coverage Report,org.languagetool.server,UserLimits.new CacheLoader() {...},6,3,0,0,1,1,1,1,1,1
JaCoCo Coverage Report,org.languagetool.server,ResultExtender,513,0,26,0,92,0,24,0,11,0
JaCoCo Coverage Report,org.languagetool.server,DatabaseCheckLogEntry,129,43,4,0,22,16,5,2,3,2
JaCoCo Coverage Report,org.languagetool.server,RequestLimiter.RequestEvent,28,0,0,0,9,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.server,Server,203,127,21,5,60,25,18,8,5,8
JaCoCo Coverage Report,org.languagetool.server,ServerTools,252,258,31,13,38,44,24,12,2,12
JaCoCo Coverage Report,org.languagetool.server,DatabaseRuleMatchLogEntry,18,34,0,2,5,6,3,2,3,1
